video,day,views,estimatedMinutesWatched,likes,dislikes,comments,shares,year
EdiLL3J89eI,2021-11-28,1,3,0,0,0,0,2021
U6jWizrcoaw,2021-11-28,6,24,0,0,0,0,2021
mu7OfNdCBE8,2021-11-28,5,20,0,0,0,0,2021
s-HX0NcVGco,2021-11-28,1,4,0,0,0,0,2021
zW6ATi1uYhk,2021-11-28,2,5,0,0,0,0,2021
3MQ47s45dnU,2021-11-29,13,34,0,0,0,1,2021
44Cbhd1PnWI,2021-11-29,8,23,0,0,0,1,2021
EdiLL3J89eI,2021-11-29,5,25,0,0,0,0,2021
POXB-v2vNlo,2021-11-29,6,6,0,0,0,0,2021
U6jWizrcoaw,2021-11-29,4,31,0,0,0,1,2021
Zk_xFgb6Y7Y,2021-11-29,2,10,0,0,0,0,2021
ZtY3D3hKjXk,2021-11-29,6,16,0,0,0,0,2021
bn91Bs6pE1o,2021-11-29,5,11,0,0,0,0,2021
kgQncoPA9zE,2021-11-29,2,5,0,0,0,0,2021
mu7OfNdCBE8,2021-11-29,6,34,0,0,0,1,2021
tRAaFUTA_-A,2021-11-29,13,15,0,0,0,0,2021
zNyioBkGDUU,2021-11-29,2,8,0,0,0,0,2021
zW6ATi1uYhk,2021-11-29,1,5,0,0,0,0,2021
3MQ47s45dnU,2021-11-30,16,70,0,0,0,0,2021
44Cbhd1PnWI,2021-11-30,19,77,0,0,0,2,2021
5flm8zGveZ8,2021-11-30,1,3,0,0,0,0,2021
A4gZgqEKshw,2021-11-30,1,2,0,0,0,0,2021
BYRBjDIZSZo,2021-11-30,1,3,0,0,0,0,2021
BZsxf1LWa38,2021-11-30,1,0,0,0,0,0,2021
EdiLL3J89eI,2021-11-30,13,58,0,0,0,2,2021
POXB-v2vNlo,2021-11-30,9,20,0,0,0,2,2021
U6jWizrcoaw,2021-11-30,17,86,0,0,0,2,2021
Zk_xFgb6Y7Y,2021-11-30,10,45,0,0,0,2,2021
ZtY3D3hKjXk,2021-11-30,12,49,0,0,0,2,2021
bn91Bs6pE1o,2021-11-30,20,69,0,0,0,2,2021
d2wI1ikAAlg,2021-11-30,1,6,0,0,0,0,2021
jytZgg-oQyM,2021-11-30,1,4,0,0,0,0,2021
kgQncoPA9zE,2021-11-30,7,20,0,0,0,0,2021
mu7OfNdCBE8,2021-11-30,22,96,0,0,0,2,2021
oHE0GKd5AZI,2021-11-30,0,0,0,0,0,2,2021
rZEOxQWltIs,2021-11-30,1,3,0,0,0,0,2021
s-HX0NcVGco,2021-11-30,1,2,0,0,0,0,2021
tRAaFUTA_-A,2021-11-30,14,66,0,0,0,2,2021
yA9kwmITnkk,2021-11-30,1,0,0,0,0,0,2021
zG5DYRKRrRI,2021-11-30,1,0,0,0,0,0,2021
zNyioBkGDUU,2021-11-30,8,32,0,0,0,0,2021
zW6ATi1uYhk,2021-11-30,3,15,0,0,0,0,2021
2Ftvle6k9as,2021-12-01,1,0,0,0,0,0,2021
3MQ47s45dnU,2021-12-01,6,21,0,0,0,0,2021
44Cbhd1PnWI,2021-12-01,5,20,0,0,0,0,2021
EdiLL3J89eI,2021-12-01,5,26,0,0,0,0,2021
POXB-v2vNlo,2021-12-01,6,10,0,0,0,0,2021
U6jWizrcoaw,2021-12-01,3,12,0,0,0,0,2021
WnE0IIO0EQ0,2021-12-01,2,0,0,0,0,0,2021
Zk_xFgb6Y7Y,2021-12-01,7,29,0,0,0,0,2021
ZtY3D3hKjXk,2021-12-01,7,28,0,0,0,0,2021
bn91Bs6pE1o,2021-12-01,6,22,0,0,0,0,2021
gcx2CLY3GD4,2021-12-01,1,0,0,0,0,0,2021
k_krAa5BcUc,2021-12-01,1,2,0,0,0,2,2021
kgQncoPA9zE,2021-12-01,8,15,0,0,0,0,2021
mu7OfNdCBE8,2021-12-01,4,17,0,0,0,0,2021
o7p5-2gqPc4,2021-12-01,1,0,0,0,0,0,2021
riRa1fv7XAo,2021-12-01,1,4,0,0,0,0,2021
tRAaFUTA_-A,2021-12-01,12,61,0,0,0,0,2021
wMzpIezHdcs,2021-12-01,1,2,0,0,0,0,2021
zG5DYRKRrRI,2021-12-01,2,0,0,0,0,4,2021
zNyioBkGDUU,2021-12-01,9,29,0,0,0,0,2021
zW6ATi1uYhk,2021-12-01,8,17,0,0,0,0,2021
3MQ47s45dnU,2021-12-02,7,34,0,0,0,0,2021
44Cbhd1PnWI,2021-12-02,8,28,0,0,0,0,2021
EdiLL3J89eI,2021-12-02,11,30,0,0,0,0,2021
FRgbKVwKp3M,2021-12-02,1,0,0,0,0,0,2021
IaUXOCf73Lg,2021-12-02,1,2,0,0,0,0,2021
OiE3M7m9dxs,2021-12-02,1,4,0,0,0,0,2021
POXB-v2vNlo,2021-12-02,8,16,0,0,0,0,2021
U6jWizrcoaw,2021-12-02,6,31,0,0,0,0,2021
WnE0IIO0EQ0,2021-12-02,1,6,0,0,0,0,2021
Zk_xFgb6Y7Y,2021-12-02,8,47,0,0,0,0,2021
ZtY3D3hKjXk,2021-12-02,11,40,0,0,0,0,2021
bn91Bs6pE1o,2021-12-02,10,32,0,0,0,0,2021
dPNrkm12e5M,2021-12-02,1,9,0,0,0,0,2021
gcx2CLY3GD4,2021-12-02,1,18,0,0,0,0,2021
kgQncoPA9zE,2021-12-02,6,16,0,0,0,0,2021
mu7OfNdCBE8,2021-12-02,4,21,0,0,0,0,2021
r5Xkh25jgwY,2021-12-02,1,9,0,0,0,0,2021
tRAaFUTA_-A,2021-12-02,7,45,0,0,0,0,2021
wMzpIezHdcs,2021-12-02,1,4,0,0,0,0,2021
wjQracmCEag,2021-12-02,2,9,0,0,0,0,2021
zNyioBkGDUU,2021-12-02,9,38,0,0,0,0,2021
zW6ATi1uYhk,2021-12-02,5,21,0,0,0,0,2021
3MQ47s45dnU,2021-12-03,7,20,0,0,0,1,2021
44Cbhd1PnWI,2021-12-03,11,33,0,0,0,1,2021
EdiLL3J89eI,2021-12-03,8,52,0,0,0,1,2021
Kx-urubrfl4,2021-12-03,1,0,0,0,0,0,2021
OXRHUDd28uM,2021-12-03,1,0,0,0,0,0,2021
POXB-v2vNlo,2021-12-03,8,16,0,0,0,0,2021
U6jWizrcoaw,2021-12-03,7,29,0,0,0,2,2021
Zk_xFgb6Y7Y,2021-12-03,13,55,0,0,0,0,2021
ZtY3D3hKjXk,2021-12-03,12,26,0,0,0,1,2021
bn91Bs6pE1o,2021-12-03,8,24,0,0,0,1,2021
h8FZ_H_zIlA,2021-12-03,1,0,0,0,0,0,2021
kgQncoPA9zE,2021-12-03,7,15,0,0,0,0,2021
mu7OfNdCBE8,2021-12-03,8,30,0,0,0,1,2021
tRAaFUTA_-A,2021-12-03,17,67,0,0,0,1,2021
zNyioBkGDUU,2021-12-03,19,68,0,0,0,0,2021
zW6ATi1uYhk,2021-12-03,9,27,0,0,0,0,2021
3MQ47s45dnU,2021-12-04,2,6,0,0,0,0,2021
44Cbhd1PnWI,2021-12-04,3,14,0,0,0,0,2021
AmIW3vUhY0E,2021-12-04,1,0,0,0,0,0,2021
EdiLL3J89eI,2021-12-04,4,22,0,0,0,0,2021
FRgbKVwKp3M,2021-12-04,1,0,0,0,0,0,2021
POXB-v2vNlo,2021-12-04,6,14,0,0,0,1,2021
U6jWizrcoaw,2021-12-04,2,8,0,0,0,0,2021
Zk_xFgb6Y7Y,2021-12-04,7,43,0,0,0,0,2021
ZtY3D3hKjXk,2021-12-04,5,18,0,0,0,0,2021
bn91Bs6pE1o,2021-12-04,7,29,0,0,0,0,2021
hcUC4IFisL4,2021-12-04,1,0,0,0,0,0,2021
kgQncoPA9zE,2021-12-04,6,14,0,0,0,2,2021
mu7OfNdCBE8,2021-12-04,1,8,0,0,0,0,2021
tRAaFUTA_-A,2021-12-04,8,33,0,0,0,0,2021
zG5DYRKRrRI,2021-12-04,1,0,0,0,0,0,2021
zNyioBkGDUU,2021-12-04,14,58,0,0,0,2,2021
zW6ATi1uYhk,2021-12-04,8,30,0,0,0,0,2021
IYSIzMNvT0k,2021-12-05,1,0,0,0,0,0,2021
WnE0IIO0EQ0,2021-12-05,1,5,0,0,0,0,2021
wMzpIezHdcs,2021-12-05,1,5,0,0,0,0,2021
POXB-v2vNlo,2021-12-08,1,0,0,0,0,0,2021
Zk_xFgb6Y7Y,2021-12-08,1,0,0,0,0,0,2021
kgQncoPA9zE,2021-12-08,1,0,0,0,0,0,2021
tRAaFUTA_-A,2021-12-08,1,1,0,0,0,0,2021
3MQ47s45dnU,2021-12-09,1,6,0,0,0,0,2021
44Cbhd1PnWI,2021-12-09,1,5,0,0,0,0,2021
7Ji0rZA-D7k,2021-12-09,3,14,1,0,0,1,2021
BSlzOjW5gsQ,2021-12-09,2,7,0,0,0,1,2021
BZsxf1LWa38,2021-12-09,3,6,0,0,0,0,2021
EdiLL3J89eI,2021-12-09,1,5,0,0,0,0,2021
Kx-urubrfl4,2021-12-09,4,15,0,0,0,1,2021
LSsfEfKJPUA,2021-12-09,1,9,0,0,0,1,2021
TeJ_Dht6N4E,2021-12-09,3,9,0,0,0,1,2021
U6jWizrcoaw,2021-12-09,3,14,0,0,0,0,2021
Zk_xFgb6Y7Y,2021-12-09,1,0,0,0,0,0,2021
fS8JmmjCg4Y,2021-12-09,4,17,0,0,0,1,2021
kgQncoPA9zE,2021-12-09,1,3,0,0,0,0,2021
mu7OfNdCBE8,2021-12-09,2,8,0,0,0,0,2021
quoIHoqCJs4,2021-12-09,2,2,0,0,0,1,2021
tRAaFUTA_-A,2021-12-09,1,0,0,0,0,0,2021
yA9kwmITnkk,2021-12-09,2,1,0,0,0,1,2021
LSsfEfKJPUA,2021-12-11,1,1,0,0,0,0,2021
hcUC4IFisL4,2021-12-13,1,0,0,0,0,0,2021
v4NPzGXcbaw,2021-12-13,1,0,0,0,0,0,2021
IaUXOCf73Lg,2021-12-14,1,0,0,0,0,1,2021
OXRHUDd28uM,2021-12-14,1,0,0,0,0,1,2021
OiE3M7m9dxs,2021-12-14,1,0,0,0,0,1,2021
WnE0IIO0EQ0,2021-12-14,2,0,0,0,0,1,2021
dPNrkm12e5M,2021-12-14,1,0,0,0,0,1,2021
eJizsGLUFFw,2021-12-14,1,0,0,0,0,1,2021
fm6Dv9POaQk,2021-12-14,1,0,0,0,0,0,2021
gcx2CLY3GD4,2021-12-14,1,0,0,0,0,1,2021
h8FZ_H_zIlA,2021-12-14,1,0,0,0,0,1,2021
oHE0GKd5AZI,2021-12-14,1,0,0,0,0,1,2021
r5Xkh25jgwY,2021-12-14,1,0,0,0,0,1,2021
s-HX0NcVGco,2021-12-14,0,0,0,0,0,1,2021
v4NPzGXcbaw,2021-12-14,1,0,0,0,0,0,2021
wMzpIezHdcs,2021-12-14,2,0,0,0,0,1,2021
wjQracmCEag,2021-12-14,1,0,0,0,0,1,2021
zG5DYRKRrRI,2021-12-14,0,0,0,0,0,1,2021
zW6ATi1uYhk,2021-12-27,1,1,0,0,0,0,2021
qmTXyVwt0F4,2021-12-28,1,0,0,0,0,0,2021
